time,CDA,CU,D66,DPK,GL,PVDA,PVDD,PVV,SGP,SP,VVD
1383226981,0,3940,0,0,3696,0,2157,733,449,627,5460
1383226983,0,3940,0,0,3696,0,2157,733,449,627,5460
1383226995,0,3941,0,0,3697,0,2157,733,449,627,5460
1383227009,0,3941,0,0,3698,0,2157,733,449,628,5461
1383227009,0,3941,0,0,3698,0,2157,733,449,628,5461
1383227016,0,3941,0,0,3699,0,2157,733,449,628,5461
1383227025,0,3942,0,0,3700,0,2157,733,449,629,5461
1383227034,0,3943,0,0,3700,0,2157,733,449,629,5462
1383227044,0,3943,0,0,3700,0,2157,733,449,629,5462
1383227088,0,3944,0,0,3700,0,2157,733,449,629,5462
1383227090,0,3944,0,0,3700,0,2157,733,449,629,5462
1383227099,0,3944,0,0,3700,0,2157,733,449,629,5462
1383227129,0,3944,0,0,3700,0,2157,733,449,629,5463
1383227146,0,3944,0,0,3700,0,2157,733,449,629,5463
1383227164,0,3944,0,0,3700,0,2157,733,449,630,5464
1383227243,0,3944,0,0,3700,0,2157,733,449,630,5464
1383227245,0,3944,0,0,3700,0,2157,733,449,630,5464
1383227347,0,3950,0,0,3699,0,2157,733,449,630,5466
1383227369,0,3952,0,0,3700,0,2157,733,449,630,5466
1383227411,0,3953,0,0,3702,0,2157,733,449,631,5469
1383227448,0,3955,0,0,3703,0,2157,733,449,632,5470
1383227451,0,3955,0,0,3703,0,2157,733,449,632,5470
1383227695,0,3968,0,0,3707,0,2157,733,449,639,5484
1383227822,0,3970,0,0,3710,0,2157,733,449,640,5488
1383227826,0,3970,0,0,3711,0,2157,733,449,640,5488
1383227840,0,3970,0,0,3711,0,2157,733,449,640,5488
1383227871,0,3970,0,0,3711,0,2157,733,449,640,5489
1383227875,0,3970,0,0,3711,0,2157,733,449,640,5489
1383227879,0,3970,0,0,3711,0,2157,733,449,640,5489
1383227883,0,3971,0,0,3712,0,2157,733,449,640,5489
1383227982,0,3976,0,0,3714,0,2157,733,449,642,5491
1383228016,0,3976,0,0,3714,0,2157,733,449,643,5491
1383228198,0,3980,0,0,3716,0,2157,733,449,646,5495
1383228295,0,3986,0,0,3720,0,2157,733,449,648,5500
1383228412,0,3989,0,0,3720,0,2157,733,449,649,5502
1383228414,0,3989,0,0,3720,0,2157,733,449,649,5502
1383228608,0,4000,0,0,3731,0,2157,733,449,652,5511
1383228774,0,4010,0,0,3736,0,2157,733,449,656,5521
1383228840,0,4014,0,0,3738,0,2157,733,449,657,5523
1383228859,0,4014,0,0,3739,0,2157,733,449,657,5523
1383228954,0,4020,0,0,3743,0,2157,733,449,660,5526
1383229018,0,4021,0,0,3744,0,2157,733,449,661,5529
1383229143,0,4023,0,0,3747,0,2157,733,449,664,5537
1383229333,0,4032,0,0,3747,0,2157,733,449,667,5546
1383229340,0,4033,0,0,3747,0,2157,733,449,668,5546
1383229446,0,4037,0,0,3749,0,2157,733,449,671,5547
1383229537,0,4042,0,0,3752,0,2157,733,449,675,5557
1383229610,0,4048,0,0,3753,0,2157,733,449,677,5562
1383229641,0,4050,0,0,3753,0,2157,733,449,677,5564
1383229735,0,4055,0,0,3757,0,2157,733,449,681,5571
1383229785,0,4058,0,0,3757,0,2157,733,449,683,5572
1383229865,0,4061,0,0,3757,0,2157,733,449,683,5574
1383230016,0,4067,0,0,3759,0,2157,733,449,687,5590
1383230079,0,4070,0,0,3762,0,2157,733,449,688,5595
1383230240,0,4076,0,0,3764,0,2157,733,449,690,5596
1383230350,0,4078,0,0,3765,0,2157,733,449,692,5603
1383230535,0,4086,0,0,3776,0,2157,733,449,697,5618
1383230562,0,4088,0,0,3778,0,2157,733,449,697,5620
1383230648,0,4091,0,0,3779,0,2157,733,449,701,5624
1383230732,0,4094,0,0,3782,0,2157,733,449,704,5626
1383231004,0,4095,0,0,3782,0,2157,733,449,706,5626
1383232006,0,4095,0,0,3782,0,2157,733,449,706,5629
1383232157,0,4095,0,0,3782,0,2157,733,449,708,5632
1383232321,0,4097,0,0,3786,0,2157,733,449,710,5635
1383232323,0,4097,0,0,3786,0,2157,733,449,710,5635
1383232338,0,4098,0,0,3786,0,2157,733,449,709,5635
1383232505,0,4106,0,0,3791,0,2157,733,449,712,5643
1383232506,0,4106,0,0,3791,0,2157,733,449,712,5643
1383232507,0,4106,0,0,3791,0,2157,733,449,712,5643
1383232511,0,4106,0,0,3791,0,2157,733,449,712,5644
1383232625,0,4106,0,0,3793,0,2157,733,449,716,5647
1383232633,0,4106,0,0,3794,0,2157,733,449,716,5647
1383232704,0,4108,0,0,3797,0,2157,733,449,717,5649
1383232736,0,4108,0,0,3798,0,2157,733,449,718,5651
1383232750,0,4108,0,0,3799,0,2157,733,449,718,5651
1383232758,0,4108,0,0,3799,0,2157,733,449,718,5652
1383232875,0,4108,0,0,3801,0,2157,733,449,718,5661
1383232893,0,4108,0,0,3800,0,2157,733,449,718,5662
1383232931,0,4108,0,0,3800,0,2157,733,449,719,5662
1383232934,0,4109,0,0,3800,0,2157,733,449,719,5662
1383232935,0,4109,0,0,3800,0,2157,733,449,719,5662
1383232940,0,4109,0,0,3800,0,2157,733,449,719,5662
1383232946,0,4110,0,0,3800,0,2157,733,449,719,5662
1383232950,0,4110,0,0,3800,0,2157,733,449,719,5662
1383232950,0,4110,0,0,3800,0,2157,733,449,719,5662
1383232966,0,4110,0,0,3800,0,2157,733,449,719,5662
1383232971,0,4110,0,0,3801,0,2157,733,449,719,5662
1383232975,0,4110,0,0,3801,0,2157,733,449,719,5662
1383232978,0,4110,0,0,3801,0,2157,733,449,720,5662
1383233133,0,4128,0,0,3809,0,2157,733,449,724,5671
1383233219,0,4134,0,0,3814,0,2157,733,449,729,5672
1383233553,0,4161,0,0,3840,0,2157,733,449,740,5677
1383233603,0,4166,0,0,3844,0,2157,733,449,742,5677
1383233637,0,4170,0,0,3847,0,2157,733,449,743,5677
1383233670,0,4171,0,0,3849,0,2157,733,449,744,5677
1383233689,0,4171,0,0,3849,0,2157,733,449,744,5677
1383233807,0,4174,0,0,3854,0,2157,733,449,748,5677
1383233959,0,4182,0,0,3861,0,2157,733,449,752,5681
1383234022,0,4186,0,0,3864,0,2157,733,449,754,5683
1383234083,0,4192,0,0,3866,0,2157,733,449,756,5685
1383234099,0,4192,0,0,3866,0,2157,733,449,757,5686
1383234328,0,4205,0,0,3876,0,2157,733,449,758,5690
1383234342,0,4206,0,0,3876,0,2157,733,449,758,5692
1383234354,0,4206,0,0,3876,0,2157,733,449,758,5692
1383234430,0,4208,0,0,3880,0,2157,733,449,758,5695
1383234435,0,4208,0,0,3880,0,2157,733,449,758,5695
1383234455,0,4208,0,0,3880,0,2157,733,449,759,5696
1383234686,0,4213,0,0,3880,0,2157,733,449,761,5698
1383234730,0,4213,0,0,3880,0,2157,733,449,761,5699
1383234932,0,4213,0,0,3880,0,2157,733,449,761,5704
1383234954,0,4213,0,0,3880,0,2157,733,449,761,5705
1383234961,0,4213,0,0,3880,0,2157,733,449,761,5706
1383234964,0,4213,0,0,3880,0,2157,733,449,761,5706
1383234987,0,4215,0,0,3880,0,2157,733,449,761,5707
1383235002,0,4216,0,0,3880,0,2157,733,449,762,5709
1383235005,0,4217,0,0,3880,0,2157,733,449,763,5709
1383235026,0,4218,0,0,3880,0,2157,733,449,763,5710
1383235088,0,4220,0,0,3880,0,2157,733,449,766,5710
1383235296,0,4228,0,0,3880,0,2157,733,449,774,5712
1383235357,0,4231,0,0,3883,0,2157,733,449,777,5715
1383235361,0,4231,0,0,3883,0,2157,733,449,777,5715
1383235383,0,4232,0,0,3884,0,2157,733,449,778,5715
1383235399,0,4233,0,0,3885,0,2157,733,449,779,5716
1383235403,0,4233,0,0,3885,0,2157,733,449,779,5716
1383235405,0,4233,0,0,3885,0,2157,733,449,779,5716
1383235407,0,4233,0,0,3885,0,2157,733,449,779,5716
1383235410,0,4233,0,0,3885,0,2157,733,449,779,5716
1383235482,0,4236,0,0,3887,0,2157,733,449,782,5717
1383235486,0,4236,0,0,3887,0,2157,733,449,782,5717
1383235563,0,4243,0,0,3889,0,2157,733,449,784,5718
1383235572,0,4244,0,0,3889,0,2157,733,449,785,5718
1383235591,0,4245,0,0,3890,0,2157,733,449,785,5719
1383235669,0,4249,0,0,3894,0,2157,733,449,788,5724
1383235678,0,4249,0,0,3895,0,2157,733,449,789,5724
1383235683,0,4249,0,0,3895,0,2157,733,449,789,5724
1383235687,0,4250,0,0,3895,0,2157,733,449,789,5724
1383235691,0,4250,0,0,3895,0,2157,733,449,789,5724
1383235695,0,4251,0,0,3896,0,2157,733,449,789,5724
1383235699,0,4251,0,0,3896,0,2157,733,449,789,5724
1383235703,0,4252,0,0,3896,0,2157,733,449,789,5724
1383235908,0,4257,0,0,3906,0,2157,733,449,793,5725
1383235927,0,4258,0,0,3907,0,2157,733,449,793,5725
1383235932,0,4259,0,0,3908,0,2157,733,449,793,5725
1383235935,0,4259,0,0,3908,0,2157,733,449,794,5725
1383235935,0,4259,0,0,3908,0,2157,733,449,794,5725
1383235940,0,4260,0,0,3908,0,2157,733,449,794,5725
1383235970,0,4261,0,0,3909,0,2157,733,449,795,5727
1383235980,0,4261,0,0,3910,0,2157,733,449,795,5728
1383235983,0,4261,0,0,3910,0,2157,733,449,795,5728
1383236091,0,4262,0,0,3916,0,2157,733,449,798,5737
1383236100,0,4263,0,0,3917,0,2157,733,449,799,5737
1383236209,0,4271,0,0,3923,0,2157,733,449,801,5747
1383236309,0,4281,0,0,3930,0,2157,733,449,804,5757
1383236363,0,4284,0,0,3933,0,2157,733,449,806,5761
1383236402,0,4287,0,0,3935,0,2157,733,449,808,5766
1383236489,0,4293,0,0,3942,0,2157,733,449,811,5775
1383236501,0,4293,0,0,3943,0,2157,733,449,812,5775
1383236508,0,4294,0,0,3943,0,2157,733,449,812,5775
1383236551,0,4299,0,0,3945,0,2157,733,449,814,5780
1383236574,0,4302,0,0,3946,0,2157,733,449,814,5781
1383236577,0,4302,0,0,3946,0,2157,733,449,815,5781
1383236580,0,4302,0,0,3946,0,2157,733,449,815,5782
1383236583,0,4302,0,0,3947,0,2157,733,449,815,5782
1383236589,0,4303,0,0,3947,0,2157,733,449,815,5783
1383236594,0,4303,0,0,3948,0,2157,733,449,815,5783
1383236610,0,4304,0,0,3948,0,2157,733,449,815,5785
1383236650,0,4307,0,0,3952,0,2157,733,449,817,5787
1383236687,0,4309,0,0,3954,0,2157,733,449,817,5789
1383236696,0,4309,0,0,3954,0,2157,733,449,818,5790
1383236713,0,4310,0,0,3954,0,2157,733,449,818,5792
1383236770,0,4315,0,0,3956,0,2157,733,449,821,5797
1383236797,0,4316,0,0,3957,0,2157,733,449,822,5798
1383236801,0,4317,0,0,3957,0,2157,733,449,822,5798
1383236808,0,4318,0,0,3957,0,2157,733,449,822,5799
1383236810,0,4318,0,0,3957,0,2157,733,449,822,5799
1383236811,0,4318,0,0,3957,0,2157,733,449,822,5799
1383236823,0,4318,0,0,3958,0,2157,733,449,822,5800
1383236830,0,4319,0,0,3958,0,2157,733,449,823,5800
1383236833,0,4320,0,0,3958,0,2157,733,449,823,5800
1383236838,0,4320,0,0,3958,0,2157,733,449,823,5800
1383236846,0,4321,0,0,3959,0,2157,733,449,823,5800
1383236851,0,4321,0,0,3959,0,2157,733,449,823,5800
1383236853,0,4321,0,0,3959,0,2157,733,449,823,5800
1383236856,0,4321,0,0,3959,0,2157,733,449,823,5800
1383236866,0,4321,0,0,3960,0,2157,733,449,823,5800
1383236875,0,4322,0,0,3960,0,2157,733,449,824,5800
1383236882,0,4322,0,0,3960,0,2157,733,449,824,5800
1383236891,0,4323,0,0,3960,0,2157,733,449,824,5800
1383236900,0,4323,0,0,3960,0,2157,733,449,824,5800
1383237457,0,4323,0,0,3960,0,2157,733,449,824,5800
1383238202,0,4323,0,0,3960,0,2157,733,449,824,5800
1383248662,0,4323,0,0,3960,0,2157,733,449,824,5800
1383254451,0,4323,0,0,3960,0,2157,733,449,824,5800
1383289608,0,4323,0,0,3960,0,2157,733,449,824,5800
1383290031,0,4323,0,0,3960,0,2157,733,449,824,5807
1383290351,0,4323,0,0,3960,0,2157,733,449,824,5823
1383290742,0,4323,0,0,3960,0,2157,733,449,824,5834
1383291037,0,4323,0,0,3960,0,2157,733,449,824,5846
1383291095,0,4323,0,0,3960,0,2157,733,449,824,5847
1383291504,0,4323,0,0,3960,0,2157,733,449,824,5860
1383291922,0,4323,0,0,3960,0,2157,733,449,824,5873
1383292022,0,4323,0,0,3960,0,2157,733,449,824,5878
1383292113,0,4323,0,0,3960,0,2157,733,449,824,5879
1383292484,0,4323,0,0,3960,0,2157,733,449,824,5888
1383292720,0,4323,0,0,3960,0,2157,733,449,824,5893
1383292794,0,4323,0,0,3960,0,2157,733,449,824,5893
1383292904,0,4323,0,0,3960,0,2157,733,449,824,5893
1383293003,0,4323,0,0,3960,0,2157,733,449,824,5895
1383293326,0,4323,0,0,3960,0,2157,733,449,824,5898
1383293613,0,4329,0,0,3962,0,2157,733,449,828,5908
1383293782,0,4335,0,0,3966,0,2157,733,449,832,5914
1383293863,0,4337,0,0,3968,0,2157,733,449,833,5916
1383293977,0,4337,0,0,3968,0,2157,733,449,836,5920
1383294287,0,4342,0,0,3972,0,2157,733,449,837,5930
1383294527,0,4347,0,0,3976,0,2157,733,449,842,5933
1383294642,0,4351,0,0,3977,0,2157,733,449,846,5935
1383294879,0,4356,0,0,3979,0,2157,733,449,850,5940
1383295012,0,4358,0,0,3980,0,2157,733,449,850,5942
1383295138,0,4362,0,0,3982,0,2157,733,449,852,5944
1383295247,0,4363,0,0,3983,0,2157,733,449,854,5948
1383295924,0,4376,0,0,3989,0,2157,733,449,864,5967
1383296087,0,4380,0,0,3991,0,2157,733,449,867,5971
1383296226,0,4389,0,0,3993,0,2157,733,449,872,5976
1383296262,0,4390,0,0,3995,0,2157,733,449,873,5978
1383296352,0,4393,0,0,3998,0,2157,733,449,874,5984
1383296361,0,4394,0,0,3998,0,2157,733,449,874,5984
1383296429,0,4397,0,0,4000,0,2157,733,449,877,5984
1383296461,0,4397,0,0,4000,0,2157,733,449,878,5986
1383296486,0,4397,0,0,4001,0,2157,733,449,878,5986
1383296899,0,4412,0,0,4014,0,2157,733,449,890,5990
1383297165,0,4424,0,0,4025,0,2157,733,449,898,5998
1383297468,0,4426,0,0,4029,0,2157,733,449,900,5998
1383297550,0,4426,0,0,4029,0,2157,733,449,901,5998
1383297569,0,4427,0,0,4030,0,2157,733,449,902,5998
1383297604,0,4428,0,0,4031,0,2157,733,449,902,5999
1383297607,0,4428,0,0,4031,0,2157,733,449,902,5999
1383297697,0,4432,0,0,4034,0,2157,733,449,904,6001
1383297736,0,4435,0,0,4035,0,2157,733,449,904,6005
1383297740,0,4435,0,0,4035,0,2157,733,449,904,6005
1383297743,0,4435,0,0,4035,0,2157,733,449,905,6005
1383297746,0,4435,0,0,4036,0,2157,733,449,905,6005
1383297751,0,4436,0,0,4036,0,2157,733,449,905,6005
1383297767,0,4437,0,0,4036,0,2157,733,449,906,6007
1383297843,0,4442,0,0,4039,0,2157,733,449,908,6009
1383297957,0,4444,0,0,4040,0,2157,733,449,908,6010
1383298260,0,4462,0,0,4046,0,2157,733,449,916,6021
1383298312,0,4462,0,0,4046,0,2157,733,449,917,6022
1383299154,0,4462,0,0,4046,0,2157,733,449,917,6022
1383299196,0,4462,0,0,4046,0,2157,733,449,917,6022
1383299200,0,4462,0,0,4046,0,2157,733,449,917,6022
1383299204,0,4462,0,0,4046,0,2157,733,449,917,6022
1383301659,0,4462,0,0,4046,0,2157,733,449,917,6022
1383301664,0,4462,0,0,4046,0,2157,733,449,917,6022
1383301743,0,4462,0,0,4046,0,2157,733,449,917,6022
1383301888,0,4462,0,0,4046,0,2157,733,449,917,6022
1383301892,0,4462,0,0,4046,0,2157,733,449,917,6022
1383301899,0,4462,0,0,4046,0,2157,733,449,917,6022
1383301920,0,4462,0,0,4046,0,2157,733,449,917,6022
1383302444,0,4462,0,0,4046,0,2157,733,449,917,6022
1383302960,0,4462,0,0,4049,0,2157,733,449,919,6030
1383303036,0,4462,0,0,4052,0,2157,733,449,923,6033
1383303338,0,4465,0,0,4064,0,2157,733,449,934,6055
1383303828,0,4482,0,0,4079,0,2157,733,449,947,6083
1383304096,0,4493,0,0,4086,0,2157,733,449,956,6101
1383304332,0,4509,0,0,4092,0,2157,733,449,968,6111
1383304365,0,4510,0,0,4093,0,2157,733,449,970,6113
1383304574,0,4515,0,0,4100,0,2157,733,449,973,6118
1383304598,0,4515,0,0,4101,0,2157,733,449,973,6118
1383304803,0,4522,0,0,4117,0,2157,733,449,976,6128
1383305136,0,4535,0,0,4124,0,2157,733,449,982,6135
1383305177,0,4536,0,0,4126,0,2157,733,449,984,6135
1383305197,0,4536,0,0,4126,0,2157,733,449,985,6135
1383305390,0,4545,0,0,4132,0,2157,733,449,992,6142
1383305392,0,4545,0,0,4132,0,2157,733,449,992,6142
1383305558,0,4546,0,0,4134,0,2157,733,449,995,6146
1383305653,0,4548,0,0,4135,0,2157,733,449,996,6148
1383305710,0,4550,0,0,4137,0,2157,733,449,999,6149
1383305784,0,4550,0,0,4138,0,2157,733,449,1000,6150
1383305846,0,4552,0,0,4139,0,2157,733,449,1001,6150
1383305856,0,4552,0,0,4140,0,2157,733,449,1001,6151
1383305879,0,4553,0,0,4141,0,2157,733,449,1002,6153
1383305901,0,4554,0,0,4143,0,2157,733,449,1002,6154
1383305904,0,4554,0,0,4143,0,2157,733,449,1002,6154
1383305908,0,4554,0,0,4143,0,2157,733,449,1002,6155
1383305944,0,4555,0,0,4145,0,2157,733,449,1003,6156
1383305956,0,4555,0,0,4146,0,2157,733,449,1003,6156
1383305958,0,4555,0,0,4146,0,2157,733,449,1003,6156
1383305961,0,4556,0,0,4146,0,2157,733,449,1003,6156
1383306072,0,4564,0,0,4152,0,2157,733,449,1006,6162
1383306103,0,4567,0,0,4153,0,2157,733,449,1007,6164
1383306120,0,4568,0,0,4154,0,2157,733,449,1007,6164
1383306294,0,4577,0,0,4165,0,2157,733,449,1015,6171
1383306297,0,4577,0,0,4165,0,2157,733,449,1015,6171
1383306302,0,4578,0,0,4165,0,2157,733,449,1015,6171
1383306414,0,4583,0,0,4173,0,2157,733,449,1022,6175
1383306418,0,4583,0,0,4173,0,2157,733,449,1022,6175
1383306421,0,4583,0,0,4173,0,2157,733,449,1022,6175
1383306423,0,4584,0,0,4173,0,2157,733,449,1022,6175
1383306428,0,4584,0,0,4173,0,2157,733,449,1022,6175
1383306431,0,4585,0,0,4173,0,2157,733,449,1022,6175
1383306521,0,4590,0,0,4176,0,2157,733,449,1026,6178
1383306609,0,4595,0,0,4181,0,2157,733,449,1029,6184
1383306611,0,4595,0,0,4182,0,2157,733,449,1029,6184
1383306616,0,4595,0,0,4182,0,2157,733,449,1029,6184
1383306618,0,4595,0,0,4182,0,2157,733,449,1029,6184
1383306724,0,4603,0,0,4187,0,2157,733,449,1032,6192
1383306727,0,4603,0,0,4187,0,2157,733,449,1032,6192
1383306834,0,4608,0,0,4188,0,2157,733,449,1036,6194
1383306841,0,4608,0,0,4189,0,2157,733,449,1036,6194
1383306845,0,4608,0,0,4189,0,2157,733,449,1036,6194
1383306951,0,4613,0,0,4189,0,2157,733,449,1037,6198
1383306965,0,4614,0,0,4190,0,2157,733,449,1038,6198
1383306975,0,4615,0,0,4191,0,2157,733,449,1039,6198
1383306983,0,4616,0,0,4191,0,2157,733,449,1039,6199
1383306985,0,4616,0,0,4191,0,2157,733,449,1039,6199
1383306987,0,4616,0,0,4191,0,2157,733,449,1039,6199
1383307003,0,4616,0,0,4191,0,2157,733,449,1039,6199
1383307008,0,4616,0,0,4191,0,2157,733,449,1039,6199
1383307088,0,4616,0,0,4196,0,2157,733,449,1041,6204
1383307135,0,4617,0,0,4199,0,2157,733,449,1041,6204
1383307137,0,4617,0,0,4199,0,2157,733,449,1041,6204
1383307169,0,4618,0,0,4199,0,2157,733,449,1041,6204
1383307174,0,4619,0,0,4199,0,2157,733,449,1042,6205
1383307198,0,4619,0,0,4200,0,2157,733,449,1042,6205
1383307204,0,4619,0,0,4201,0,2157,733,449,1042,6206
1383307221,0,4619,0,0,4201,0,2157,733,449,1043,6206
1383307222,0,4619,0,0,4201,0,2157,733,449,1043,6206
1383307222,0,4619,0,0,4201,0,2157,733,449,1043,6206
1383307226,0,4619,0,0,4201,0,2157,733,449,1043,6206
1383307241,0,4620,0,0,4201,0,2157,733,449,1044,6206
1383307243,0,4620,0,0,4201,0,2157,733,449,1044,6206
1383307261,0,4620,0,0,4201,0,2157,733,449,1045,6206
1383309293,0,4620,0,0,4201,0,2157,733,449,1045,6206
1383309332,0,4620,0,0,4201,0,2157,733,449,1045,6206
1383309334,0,4620,0,0,4201,0,2157,733,449,1045,6206
1383309356,0,4620,0,0,4201,0,2157,733,449,1045,6206
1383309359,0,4620,0,0,4201,0,2157,733,449,1045,6207
1383309427,0,4620,0,0,4202,0,2157,733,449,1045,6209
1383309431,0,4620,0,0,4202,0,2157,733,449,1045,6209
1383309434,0,4620,0,0,4203,0,2157,733,449,1045,6209
1383309681,0,4625,0,0,4210,0,2157,733,449,1050,6218
1383309886,0,4634,0,0,4215,0,2157,733,449,1054,6227
1383309923,0,4636,0,0,4217,0,2157,733,449,1054,6228
1383309925,0,4636,0,0,4217,0,2157,733,449,1054,6228
1383309927,0,4636,0,0,4217,0,2157,733,449,1054,6228
1383309929,0,4636,0,0,4218,0,2157,733,449,1054,6228
1383309932,0,4636,0,0,4218,0,2157,733,449,1054,6228
1383309973,0,4639,0,0,4220,0,2157,733,449,1056,6229
1383310274,0,4645,0,0,4239,0,2157,733,449,1062,6238
1383310317,0,4650,0,0,4239,0,2157,733,449,1062,6242
1383310339,0,4651,0,0,4240,0,2157,733,449,1063,6242
1383310386,0,4653,0,0,4243,0,2157,733,449,1064,6245
1383310389,0,4653,0,0,4243,0,2157,733,449,1064,6245
1383310441,0,4654,0,0,4243,0,2157,733,449,1065,6247
1383310549,0,4654,0,0,4243,0,2157,733,449,1066,6250
1383310558,0,4654,0,0,4243,0,2157,733,449,1066,6251
1383310620,0,4660,0,0,4244,0,2157,733,449,1067,6255
1383310665,0,4660,0,0,4245,0,2157,733,449,1068,6255
1383310934,0,4674,0,0,4252,0,2157,733,449,1075,6265
1383311225,0,4688,0,0,4261,0,2157,733,449,1083,6275
1383311308,0,4690,0,0,4261,0,2157,733,449,1085,6278
1383311509,0,4700,0,0,4264,0,2157,733,449,1090,6286
1383311847,0,4717,0,0,4267,0,2157,733,449,1100,6298
1383311969,0,4719,0,0,4268,0,2157,733,449,1101,6302
1383312023,0,4723,0,0,4270,0,2157,733,449,1102,6302
1383312026,0,4724,0,0,4270,0,2157,733,449,1102,6302
1383312028,0,4724,0,0,4270,0,2157,733,449,1102,6302
1383312048,0,4725,0,0,4270,0,2157,733,449,1102,6302
1383312115,0,4725,0,0,4272,0,2157,733,449,1105,6306
1383312148,0,4727,0,0,4274,0,2157,733,449,1106,6306
1383312155,0,4727,0,0,4275,0,2157,733,449,1107,6307
1383312170,0,4728,0,0,4275,0,2157,733,449,1108,6307
1383312237,0,4732,0,0,4275,0,2157,733,449,1111,6311
1383312247,0,4733,0,0,4275,0,2157,733,449,1111,6311
1383312345,0,4734,0,0,4275,0,2157,733,449,1111,6311
1383312350,0,4734,0,0,4276,0,2157,733,449,1111,6311
1383312426,0,4734,0,0,4283,0,2157,733,449,1118,6320
1383312475,0,4735,0,0,4287,0,2157,733,449,1122,6323
1383312532,0,4738,0,0,4293,0,2157,733,449,1125,6325
1383312594,0,4740,0,0,4299,0,2157,733,449,1129,6326
1383312788,0,4750,0,0,4313,0,2157,733,449,1143,6333
1383312933,0,4758,0,0,4323,0,2157,733,449,1153,6342
1383313108,0,4773,0,0,4337,0,2157,733,449,1164,6351
1383313136,0,4773,0,0,4339,0,2157,733,449,1165,6351
1383313230,0,4773,0,0,4344,0,2157,733,449,1173,6353
1383313287,0,4773,0,0,4348,0,2157,733,449,1178,6356
1383313357,0,4773,0,0,4353,0,2157,733,449,1184,6359
1383313406,0,4773,0,0,4358,0,2157,733,449,1188,6361
1383313426,0,4773,0,0,4359,0,2157,733,449,1190,6361
1383313491,0,4773,0,0,4364,0,2157,733,449,1195,6364
1383313535,0,4773,0,0,4367,0,2157,733,449,1197,6366
1383313556,0,4773,0,0,4370,0,2157,733,449,1199,6367
1383313597,0,4773,0,0,4372,0,2157,733,449,1202,6369
1383313664,0,4773,0,0,4376,0,2157,733,449,1205,6369
1383313680,0,4774,0,0,4376,0,2157,733,449,1205,6369
1383313694,0,4775,0,0,4376,0,2157,733,449,1205,6369
1383313797,0,4776,0,0,4376,0,2157,733,449,1206,6372
1383313981,0,4783,0,0,4376,0,2157,733,449,1212,6376
1383314205,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314207,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314207,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314208,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314209,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314209,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314210,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314210,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314212,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314211,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314212,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314212,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314212,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314213,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314214,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314214,0,4796,0,0,4378,0,2157,733,449,1223,6385
1383314572,0,4813,0,0,4388,0,2157,733,449,1236,6396
1383314744,0,4822,0,0,4398,0,2157,733,449,1246,6402
1383314782,0,4825,0,0,4400,0,2157,733,449,1246,6402
1383314809,0,4827,0,0,4402,0,2157,733,449,1247,6403
1383314888,0,4830,0,0,4402,0,2157,733,449,1250,6404
1383315132,0,4840,0,0,4402,0,2157,733,449,1253,6406
1383315286,0,4851,0,0,4404,0,2157,733,449,1257,6414
1383315298,0,4852,0,0,4405,0,2157,733,449,1257,6414
1383315501,0,4856,0,0,4407,0,2157,733,449,1261,6418
1383315549,0,4856,0,0,4408,0,2157,733,449,1261,6420
1383315553,0,4856,0,0,4408,0,2157,733,449,1261,6421
1383315678,0,4865,0,0,4408,0,2157,733,449,1266,6430
1383315765,0,4871,0,0,4408,0,2157,733,449,1268,6437
1383315973,0,4876,0,0,4410,0,2157,733,449,1275,6440
1383315988,0,4877,0,0,4410,0,2157,733,449,1275,6440
1383316015,0,4878,0,0,4410,0,2157,733,449,1276,6440
1383316019,0,4878,0,0,4410,0,2157,733,449,1277,6440
1383316023,0,4878,0,0,4410,0,2157,733,449,1277,6440
1383316026,0,4878,0,0,4410,0,2157,733,449,1277,6440
1383316028,0,4878,0,0,4410,0,2157,733,449,1277,6440
1383316031,0,4878,0,0,4410,0,2157,733,449,1277,6440
1383316041,0,4879,0,0,4410,0,2157,733,449,1278,6442
1383316072,0,4882,0,0,4412,0,2157,733,449,1279,6444
1383316076,0,4882,0,0,4412,0,2157,733,449,1279,6444
1383316108,0,4883,0,0,4412,0,2157,733,449,1282,6444
1383316114,0,4884,0,0,4412,0,2157,733,449,1283,6444
1383316170,0,4885,0,0,4415,0,2157,733,449,1286,6444
1383316172,0,4885,0,0,4415,0,2157,733,449,1286,6444
1383316175,0,4885,0,0,4415,0,2157,733,449,1286,6444
1383316178,0,4886,0,0,4415,0,2157,733,449,1286,6444
